Model,Window_Size,N_Features,Total_Epochs,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2,Overfitting_Gap
GRU,24,14,49,374.3376093320121,268.3381535016934,235.74833521315523,196.25000947418397,0.9641726545653734,0.9817984871922192,-0.017625832626845805
