model,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,window_size,n_features
LSTM,382.7757476425328,280.01787083959937,244.29559234091036,208.07635065384378,0.9625392444005522,0.9801795217326027,24,14
